Film_title,Director,Cast,Average_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Scary Movie,Keenen Ivory Wayans,"['Anna Faris', 'Jon Abrahams', 'Marlon Wayans', 'Shawn Wayans', 'Regina Hall', 'Shannon Elizabeth', 'Cheri Oteri', 'Carmen Electra', 'Tanja Reichert', 'Lochlyn Munro', 'Dave Sheridan', 'Kurt Fuller', 'Rick Ducommun', 'Keenen Ivory Wayans', 'Marissa Jaret Winokur', 'Dan Joffre', 'Lloyd Berry', 'David L. Lander', 'Kelly Coffield Park', 'Trevor Roberts', 'Jayne Trcka', 'Karen Kruper', 'Kendall Saunders', 'Glynis Davies', 'Jessica Van der Veen', 'Jennifer Ann Lee', 'Frank B. Moore', 'Giacomo Baessato', 'Kyle Graham', 'Leanne Santos', 'Mark McConchie', 'Matthew Paxman', 'Chris Robson', 'Susan Shears', 'Peter Bryant', 'Andrea Nemeth', 'Craig Bruhnanski', 'Reg Tupper', 'Babe Dolan', 'David Neale', 'Nels Lennarson', 'Nicola Crosbie', 'Ian Bliss', 'Chris Wilding', 'Peter Hanlon', 'Ted Cole', 'Doreen Ramus', 'Lee R. Mayes', 'Mark Hoeppner', 'Jim Shepard', 'Dexter Bell', 'Ted Gill', 'Andrew Keilty', 'James Van Der Beek', 'Johnny Hawkes', 'Kevin Hansen', 'Art Hives', 'Bruce Mahler', 'Zahf Paroo', 'Aubrey Tennant']",3.14,['Comedy'],0.09502762430939228,['USA'],English,['English'],"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!","['Brad Grey Pictures', 'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films']",0.18393721798917947,0.09412831912915906,0.060293765995694325,0.007975460122699386,0.014021026640930424,0.033617150527625636,0.02826936831894651,0.09309922497330028,0.09975602825761064,0.2641910230156475,0.1545507098695878,0.17466417142689175,0.0335485640940222,0.10428273287543724,0.12473732210195118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brother Bear,"Aaron Blaise, Robert Walker","['Joaquin Phoenix', 'Jeremy Suarez', 'Jason Raize', 'Rick Moranis', 'Dave Thomas', 'D. B. Sweeney', 'Joan Copeland', 'Michael Clarke Duncan', 'Harold Gould', 'Paul Christie', 'Danny Mastrogiorgio', 'Estelle Harris', 'Greg Proops', 'Pauley Perrette', 'Bumper Robinson', 'Darko Cesar', 'Angayuqaq Oscar Kawagley', 'Sherry Lynn', 'Mickie McGowan', 'Debi Derryberry', 'Patrick Pinney']",3.73,"['Animation', 'Family', 'Adventure']",0.09171270718232045,['USA'],English,"['English', 'Croatian', 'Inuktitut']","When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",['Walt Disney Feature Animation'],0.14182135659294454,0.09428883936404123,0.05336725729663657,0.017177914110429446,0.002330073540239244,0.008191348988424703,0.009054660002714088,0.044358017098755274,0.05393528343453417,0.18033960749665792,0.1689981838708094,0.25128991369777187,0.07163171556356308,0.20987119630653026,0.08465848634466029,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nocturnal Animals,Tom Ford,"['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon', 'Aaron Taylor-Johnson', 'Isla Fisher', 'Ellie Bamber', 'Armie Hammer', 'Karl Glusman', 'Robert Aramayo', 'Laura Linney', 'Andrea Riseborough', 'Michael Sheen', 'Bobbi Salvör Menuez', 'Imogen Waterhouse', 'Franco Vega', 'Zawe Ashton', 'Evie Pree', 'Beth Ditto', 'Graham Beckel', 'Neil Jackson', 'Jena Malone', 'Lee Benton', 'Kristin Bauer', 'Sydney Schafer', 'Evan Bittencourt', 'Janet Song', 'Michele Dunn', 'Lori Jean Wilson', 'Peggy Fields Richardson', 'Piper Major', 'Moose Ali Khan', 'Brianna Barnes', 'Amanda Fields', 'Joshua D. Eads', 'Jonathan Fredrick', 'Alizee Gaillard', 'Nick Hounslow', 'Kerstin Lechner', 'Carson Nicely', 'Christopher Pinkalla', 'Tonia Marie Rosée', 'Errol Sack', 'Brian Stivale', 'Chelsea Taylor', 'Jack Wallace', 'Jackie Zane', 'Maria Zyrianova']",3.71,"['Drama', 'Thriller']",0.1270718232044199,"['USA', 'China']",English,['English'],"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.","['Fade to Black', 'Artina Films', 'Focus Features', 'Perfect World Pictures']",0.14783771574675858,0.1261178865582346,0.07264539900754831,0.01625766871165644,0.005186123180504575,0.012151654703154005,0.009807820233943634,0.03977005132979162,0.04579914859617326,0.14840925292337914,0.19367879388733836,0.31899238941004643,0.11459499676554509,0.1116097689701239,0.13338598502042393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Air Force One,Wolfgang Petersen,"['Harrison Ford', 'Gary Oldman', 'Glenn Close', 'Wendy Crewson', 'Liesel Matthews', 'Paul Guilfoyle', 'Xander Berkeley', 'William H. Macy', 'Dean Stockwell', 'Tom Everett', 'Jürgen Prochnow', 'Donna Bullock', 'Michael Ray Miller', 'Carl Weintraub', 'Elester Latham', 'Elya Baskin', 'Levan Uchaneishvili', 'David Vadim', 'Andrew Divoff', 'Ilia Volok', 'Chris Howell', 'Spencer Garrett', 'Bill Smitrovich', 'Philip Baker Hall', 'Albert Owens', 'Willard E. Pugh', 'Michael Monks', 'Alan Woolf', 'Messiri Freeman', 'Thomas Crawford', 'Fenton Lawless', 'Dan Shor', 'David Gianopoulos', 'Glenn Morshower', 'Richard Doyle', 'Don McManus', 'Duke Miglin', 'Pasha D. Lychnikoff', 'Oleg Taktarov', 'Mario Roberts', 'Keith Woulard', 'J. Mark Donaldson', 'Bruce Holman', 'Brian Libby', 'Diana Bellamy', 'Thom Barry', 'Harry Hutchinson', 'E.E. Bell', 'Mark Thompson', 'Marciarose Shestack', 'Ren Hanami', 'Suzanne Michaels', 'Boris Lee Krutonog', 'Alex Veadov', 'Allan Kolman', 'Daniel W. Barringer', 'Mark Knutson', 'Jim Harley', 'Aleks Shaklin', 'Igor N. Lobotsky', 'Koko Kiledjian', 'Gordon Michaels', 'Robert Peters', 'Kristian Sorensen', 'Stuart Nixon', 'Marty Rosen', 'Lee Faranda', 'Mike Hambrick', 'Catherine T. Yang', 'David MacIsaac', 'J. Scott Shonka', 'Paul Sklar', 'David Permenter', ""David O'Donnell"", 'Timothy Carhart', 'Titus Welliver', 'Janet Dey']",3.22,"['Thriller', 'Action']",0.13480662983425415,['USA'],English,"['English', 'Russian']","When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",['Radiant Productions'],0.03845769638000262,0.02901061051196,0.01055216889622248,0.0004754601226993865,0.0034473882586552426,0.013017338064682197,0.014993840666311202,0.0675320377282171,0.10583941605839416,0.32931291253746164,0.23775028038757837,0.16711099670889334,0.02814907426133961,0.032846715328467155,0.02658934641754646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superman,Richard Donner,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Marlon Brando', 'Ned Beatty', 'Jackie Cooper', 'Glenn Ford', 'Trevor Howard', ""Jack O'Halloran"", 'Valerie Perrine', 'Maria Schell', 'Terence Stamp', 'Phyllis Thaxter', 'Susannah York', 'Jeff East', 'Marc McClure', 'Sarah Douglas', 'Harry Andrews', 'Diane Sherry Case', 'Vass Anderson', 'John Hollis', 'James Garbutt', 'Michael Gover', 'David Neal', 'William Russell', 'Penelope Lee', 'John Stuart', 'Alan Cullen', 'Aaron Smolinski', 'Billy J. Mitchell', 'Robert Henderson', 'Larry Lamb', 'John Cassady', 'John F. Parker', 'Harry Scott', 'Ray Evans', 'Miquel Brown', 'Vincent Marzello', 'Benjamin Feitelson', 'Lise Hilboldt', 'Leueen Willoughby', 'Rex Reed', 'Weston Gavin', 'Steve Kahan', 'Ray Hassett', 'Randy Jurgensen', 'Matt Russo', 'Colin Skeaping', 'Bo Rucker', 'Paul Avery', 'David Baxt', 'George Harris II', 'John Cording', 'Oz Clarke', 'Rex Everhart', 'Jayne Tottman', 'Frank Lazarus', 'Brian Protheroe', 'Lawrence Trimble', 'Robert Whelan', 'David Calder', 'Norwich Duff', 'Keith Alexander', 'Michael Ensign', 'Larry Hagman', 'Paul Tuerpe', 'Graham McPherson', 'David Yorston', ""Robert O'Neill"", 'Robert MacLeod', 'John Ratzenberger', 'Alan Tilvern', 'Phil Brown', 'Bill Bailey', 'Burnell Tucker', 'Chief Tug Smith', 'Norman Warwick', 'Chuck Julian', 'Mark Wynter', 'Roy Stevens', 'Noel Neill', 'Kirk Alyn', 'Tony Selby', 'Bruce Boa', 'David de Keyser', 'Richard Donner', 'Harry Fielder', 'Alan Harris', 'Shane Rimmer', 'Marco St. John', 'Barrie Holland', 'John B. Gibson']",3.7,"['Action', 'Adventure', 'Science Fiction']",0.1558011049723757,"['UK', 'USA']",English,['English'],Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush: Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.,"['Dovemead Films', 'Alexander and Ilya Salkind Productions', 'International Film Production']",0.057149252786208686,0.08960886569433711,0.025068724954802838,0.005828220858895706,0.001634688812523864,0.006329944635357006,0.006133066055746468,0.03277730049637266,0.04552071401298206,0.18898553837342497,0.21777157311951126,0.29666618938526157,0.08879820542191676,0.1153827796869034,0.04097151895717394,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fight Club,David Fincher,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', 'Tim DeZarn', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'David Lee Smith', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Thom Gossom Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Carl Ciarfalio', 'Stuart Blumberg', 'Todd Peirce', 'Mark Fite', 'Matt Winston', 'Joon Kim', 'Bennie Moore', 'Lauren Sánchez', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Anderson Bourell', 'Scotch Ellis Loring', 'Michael Shamus Wiles', 'Andi Carnick', 'Ed Kowalczyk', 'Leonard Termo', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Michael Zagst', 'Marc Cinquanta', 'Summer Moore']",4.27,['Drama'],0.15138121546961325,"['Germany', 'USA']",English,['English'],"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['Fox 2000 Pictures', 'Regency Enterprises', 'Linson Entertainment', '20th Century Fox', 'Taurus Film']",0.9738656579991034,0.6733487880722266,0.8515870548441069,0.4815950920245399,0.001403757445680842,0.003716452724202571,0.0018667432911033276,0.012326090592758712,0.010494531991958902,0.06816140166870374,0.07354801020802809,0.2794024634309597,0.15999400184803397,0.3890865467985702,0.8753533639514872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings,Ralph Bakshi,"['Christopher Guard', 'William Squire', 'Michael Scholes', 'John Hurt', 'Simon Chandler', 'Dominic Guard', 'Michael Graham Cox', 'Anthony Daniels', 'David Buck', 'Norman Bird', 'Peter Woodthorpe', 'Fraser Kerr', 'Philip Stone', 'André Morell', 'Annette Crosbie', 'Michael Deacon', 'John Westbrook', 'Alan Tilvern', 'Billy Barty', 'Jerry Maren', 'Chuck Hayward', 'Mic Rodgers', 'Mel Smith', 'Peter Risch']",3.18,"['Fantasy', 'Adventure', 'Animation']",0.143646408839779,"['UK', 'USA']",English,['English'],The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,"['Fantasy Films', 'Bakshi Productions', 'Saul Zaentz Film Productions', 'United Artists']",0.01299104744662738,0.018650211476076886,0.004297987449158914,0.0005766871165644172,0.00727653518782053,0.021265741213113875,0.026689579249791907,0.09870311199420025,0.13226646618156432,0.31769728539591335,0.1750127540745912,0.1418253094541256,0.02309158768090648,0.0561716295679725,0.009103559806474495,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Joanne Gordon', 'Charlotte Aronofsky', 'Mark Margolis', 'Michael Kaycheck', ""Jack O'Connell"", 'Chas Mastin', 'Ajay Naidu', 'Sean Gullette', 'Samia Shoaib', 'Peter Maloney', 'Abraham Abraham', 'Aliya Campbell', ""Te'ron A. O'Neal"", 'Denise Dowse', 'Bryan Chattoo', 'Eddie De Harp', 'Scott Franklin', 'Peter Cheyenne', 'Brian Costello', 'Abraham Aronofsky', 'James Chinlund', 'Olga Merediz', 'Allison Furman', 'Robert Dylan Cohen', 'Ben Shenkman', 'Keith David', 'Dylan Baker', ""Shaun O'Hagan"", 'Leland Gantt', 'Bill Buell', 'Jimmie Ray Weeks', 'Gregg Bello', 'Henry Stram', 'Heather Litteer', 'Jenny Decker', 'Ami Goodheart', 'Nina Zavarin', 'Stanley B. Herman', 'Scott Bader', 'Jim Centofanti', 'Scott Chait', 'Daniel Clarin', 'Ben Cohen', 'Eric Cohen', 'Brett Feinstein', 'Ricky Fier', 'John Getz', 'Andrew Kessler', 'Ross Lombardo', 'Carter Mansbach', 'Scott Miller', 'Todd Miller', 'Joshua Pollack', 'Craig Rallo', 'Geordan Reisner', 'Keith Scandore', 'David Seltzer', 'Chris Varvaro', 'Ricardo Viñas', 'Chad Weiner', 'Jesse Weissberger', 'Greg Weissman', 'Hubert Selby Jr.', 'Lianna Pai', 'Darren Aronofsky']",4.1,"['Drama', 'Crime']",0.11049723756906078,['USA'],English,['English'],The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,"['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures']",0.3182382218769662,0.3059951196871224,0.19343287145622934,0.11349693251533742,0.0039024965788351683,0.008053480113445916,0.0049831466850678114,0.021461943507652594,0.02097480181377601,0.08833979429212949,0.10945135331537911,0.3074462959801425,0.16429993269400084,0.2710867550195706,0.27346880509758287,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Singin' in the Rain,"Stanley Donen, Gene Kelly","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Mae Clarke', 'Bess Flowers', 'Robert Foulk', 'Kathleen Freeman', 'Joi Lansing', 'Sylvia Lewis', ""Harry 'Snub' Pollard"", 'William Schallert', 'Elaine Stewart', 'Brick Sullivan', 'John George', 'King Donovan', 'Lana Turner', 'Allen Sutherland', 'Dawn Addams', 'John Albright', 'Betty Van Allen', 'Sue Allen', 'Marie Ardell', 'Bette Arlen', 'David Bair', 'Jimmy Bates', 'Mary Bayless', 'Marcella Becker', 'Margaret Bert', 'Madge Blake', 'Lulu Mae Bohrman', 'Gail Bonney', 'Chet Brandenburg', 'Tex Brodus', 'Barbara Carroll', 'Gwen Carter', 'Bill Chatham', 'Lyle Clark', 'Dorinda Clifton', 'Harry Cody', 'Chick Collins', 'Pat Conway', 'Jeanne Coyne', 'Ruby C. Currie', 'Fred Datig Jr.', 'Bert Davidson', 'Robert Dayo', 'Gloria Dea', 'Patricia Denise', 'Harry Denny', 'Kay Deslys', 'John Dodsworth', 'Michael Dugan', 'Phil Dunham', 'Helen Eby-Rock', 'Richard Emory', 'Betty Erbes', 'Charles Evans', 'Tommy Farrell', 'Ernie Flatt', 'George Ford', 'Robert Fortier', 'Dan Foster', 'Clair Freeman', 'Lance Fuller', 'Doris Fulton', 'Jeanne Gail', 'Glen Gallagher', 'Jon Gardner', 'Diane Garrett', 'Jack George', 'Kenneth Gibson', 'Mickey Golden', 'Inez Gorman', 'A. Cameron Grant', 'Beatrice Gray', 'Marion Gray', 'Robert Haines', 'William Hamel', 'Betty Hannon', 'Sam Harris', 'Jean Harrison', 'Timmy Hawkins', 'Jack Hendricks', 'Lars Hensen', 'Jean Heremans', 'Stuart Holmes', 'Don Hulbert', 'Frank Hyers', 'Patricia Jackson', 'Ivor James', 'Morgan Jones', 'David Kasday', 'Jan Kayne', 'Jimmy Kelly', 'Kenner G. Kemp', 'Mike Lally', 'Judy Landon', 'Janet Lavis', 'Virginia Lee', 'Meredith Leeds', 'William F. Leicester', 'Peggy Leon', 'Diki Lerner', 'Bill Lewin', 'King Lockwood', 'Leon Lontoc', 'Leota Lorraine', 'Paul Maxey', 'Dorothy McCarty', 'Ann McCrea', 'Philo McCullough', 'Ray McDonald', 'Johnny McGovern', 'Joseph Mell', 'Carl Milletaire', 'Gloria Moore', 'Forbes Murray', 'Peggy Murray', 'Anne Neyland', 'Ruth Packard', 'Dorothy Patrick', 'Allen Pinson', 'Angi O. Poulos', 'George Reeder', 'Charles Regan', 'Shirley Jean Rickert', 'Joanne Rio', 'Tony Rocke', 'Victor Romito', 'Dennis Ross', 'Paul Salata', 'Cosmo Sardo', 'Phil Schumacher', 'Betty Scott', 'David Sharpe', 'Julius Tannen', 'Harry Tenbrook', 'Beverly Thomas', 'Beverly Thompson', 'Dee Turnell', 'Dorothy Tuttle', 'Tyra Vaughn', 'Pat Walker', 'Tommy Walker', 'Bobby Watson', 'Chalky Williams', 'Robert B. Williams', 'Wilson Wood', 'Adam York', 'Norma Zimmer', 'Finn Zirzow', 'Jimmy Thompson']",4.34,"['Romance', 'Comedy']",0.1116022099447514,['USA'],English,['English'],"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",['Metro-Goldwyn-Mayer'],0.14244054615714635,0.257969705227609,0.09696929083023993,0.05828220858895705,0.0009795263650368253,0.002697532338613718,0.0019480960593237981,0.011725829036492287,0.013075690872874132,0.07168511404798583,0.08899227116445306,0.26066577114144407,0.17261577366147832,0.375614395312298,0.11154702340751257,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Starship Troopers,Paul Verhoeven,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey', 'Neil Patrick Harris', 'Clancy Brown', 'Michael Ironside', 'Patrick Muldoon', 'Seth Gilliam', 'Rue McClanahan', 'Blake Lindsley', 'Steven Ford', 'Ungela Brockman', 'Bruce Gray', 'Denise Dowse', 'Amy Smart', 'Tami-Adrian George', 'Julianna McCarthy', 'Dale Dye', 'Dean Norris', 'Marshall Bell', 'Eric Bruskotter', 'Matt Levin', 'Anthony Ruivivar', 'Brenda Strong', 'Christopher Curry', 'Lenore Kasdorf', 'Teo', 'Curnal Achilles Aulisio', 'Greg Travis', 'John Cunningham', 'Timothy McNeil', 'Robert David Hall', 'Brad Kane', 'Timothy Omundson', 'Patrick Bishop', 'Hunter Bodine', 'Travis Lowen', 'Patrick Wolff', 'Mara Duronslet', 'Tyrone Tann', 'Matt Entriken', 'Eric DaRe', 'Ronald L. Botchan', 'Walter Adrian', 'Stephanie Erb', 'Alexi Lakatos', 'Nathaniel Marshall', 'Austin Sanderford', 'Rhiannon Vigil', 'Mylin Brooks', 'Julie Pinson', 'Armand Darrius', 'Kai Lennox', 'Brooke Morales', 'Mike Stokey', 'Mary Ann Schmidt', 'Aaron Stielstra', 'Edward Neumeier', 'Michael Papajohn', 'Michael A. Valenzano', 'Mo Faisal', 'R. Lee Ermey', 'Matt Duggan', 'Whitney Hall', 'Betty Hankins', 'Kaius Harrison', 'Bruce Holman', 'Michael Gerald', 'Jon Davison', 'Dawn E. Anderson', 'Tony Nichols', 'Dan Olivo', 'Zoë Poledouris', 'Ashley Prendergast', 'Ray Quiroga', 'David Rey', 'Dennis Collins', 'Farnaz Samiinia', 'Joleen Sanders', 'Julia Self', 'Claude Stuart', 'Parry Shen', 'Cari Vega', 'Jim Temple', 'Justin Ward', 'Sam P. Whitehead', 'Melissa J. Ward', 'Johnny Mansbach', 'David Beckett']",3.83,"['Adventure', 'Thriller', 'Action', 'Science Fiction']",0.14033149171270717,['USA'],English,['English'],"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""","['TriStar Pictures', 'Touchstone Pictures', 'Jon Davison Productions', 'Big Bug Pictures']",0.07761753871282095,0.08592809937820185,0.04290736861147212,0.0098159509202454,0.0027060508691107584,0.007359374395106655,0.0063838024079594284,0.02867097673338237,0.037118191320506366,0.1421315473655685,0.20461461035190276,0.33285974217026054,0.11874879021330959,0.11940691417289304,0.06314047025240789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Scott Pilgrim vs. the World,Edgar Wright,"['Michael Cera', 'Mary Elizabeth Winstead', 'Ellen Wong', 'Kieran Culkin', 'Alison Pill', 'Mark Webber', 'Johnny Simmons', 'Jason Schwartzman', 'Anna Kendrick', 'Aubrey Plaza', 'Satya Bhabha', 'Chris Evans', 'Brandon Routh', 'Mae Whitman', 'Brie Larson', 'Keita Saito', 'Shota Saito', 'Will Bowes', 'Celine Lepage', 'Mark Leroy', 'Kjartan Hewitt', 'Ben Lewis', 'Nelson Franklin', 'Kristina Pesic', 'Matt Watts', 'Ingrid Haas', 'Maurie W. Kaufmann', 'Marley Otto', 'Christine Watson', 'Chantelle Chung', 'Don McKellar', 'Jung-Yul Kim', 'Erik Knudsen', 'Abigail Chu', 'Tennessee Thomas', 'Emily Kassie', 'Michael Lazarovitch', 'John Patrick Amedori', 'Joe Dinicol', 'Craig Stickland', 'Bill Hader', 'Thomas Jane', 'Clifton Collins Jr.', ""Bryan Lee O'Malley""]",3.88,"['Comedy', 'Romance', 'Action']",0.12265193370165747,"['Japan', 'UK', 'USA']",English,['English'],"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.","['Marc Platt Productions', 'Big Talk Studios', 'Closed on Mondays Entertainment', 'dentsu']",0.5412958249839621,0.390423785863518,0.41325422136191675,0.2331288343558282,0.004434738501056258,0.009792405057901228,0.005916533026613221,0.030182515143950695,0.028340917062619125,0.13290802707894334,0.13915562195717165,0.29914951168376885,0.11432864435494301,0.23579108613303257,0.4592485963827754,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All Eyez on Me,Benny Boom,"['Demetrius Shipp Jr.', 'Danai Gurira', 'Kat Graham', 'Jamal Woolard', 'Dominic L. Santana', 'Annie Ilonzeh', 'Lauren Cohan', 'Cory Hardrict', 'Grace Gibson', 'DeSean Jackson', 'Brandon Sauve', 'Josh Ventura', 'Azad Arnaud', 'Sean Baker', ""Harold 'House' Moore"", 'Khadija Copeland', 'Chanel Young', 'Chris Clarke', 'Money-B', 'Hamid-Reza Benjamin Thompson', 'DeRay Davis', 'Bruce Davis', 'Keith D. Robinson', 'Gary Weeks', 'Jarrett Ellis', 'Clifton Powell', 'Rayven Symone Ferrell', 'Scott Hunter', 'Johnell Young', 'Rayan Lawrence', 'Sheril Rodgers']",2.68,"['Drama', 'Music', 'History']",0.15138121546961325,['USA'],English,['English'],"All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.","['Morgan Creek Entertainment', 'The Program Pictures', 'Voltage Pictures', 'Codeblack Films', 'Summit Entertainment', 'Lionsgate']",0.0049964382645677485,0.005445244556933043,0.0011666855255193234,0.00015950920245398772,0.027835224414510088,0.062880778044827,0.07210329215806831,0.1758426024258007,0.16594936001341457,0.23553742104968978,0.1134648706053323,0.08820077133754402,0.016879995528478006,0.04130568442233525,0.004373218819580463,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
